inspection_id,inspection_date,region,application,voltage_class,installation_year,cable_age_years,cable_length_km,rated_voltage_kV,soil_corrosivity_index,ambient_temp_C,humidity_percent,load_factor,overload_events_last_year,fault_history_count,maintenance_score,months_since_maintenance,partial_discharge_pC,insulation_resistance_MOhm,tan_delta,health_index,risk_level,replacement_urgency_years,xlpe_demand_tons
INS-00509,2024-10-10,Egypt,Industrial,EHV (>150kV),1995,30,4.93,220.0,0.655,28.7,39.9,0.978,3,5,0.561,20,34.12,3028.0,0.0111,9.4,Critical,1.8,25.49
INS-00510,2024-01-21,Egypt,Power Distribution (MV),MV (1-35kV),2005,20,0.74,11.0,0.545,30.7,41.8,0.762,0,5,0.636,5,35.46,4228.0,0.01021,38.4,High,6.9,0.85
INS-00511,2025-09-20,Egypt,Industrial,HV (35-150kV),1993,32,1.47,66.0,0.698,38.8,49.8,0.875,3,3,0.606,32,22.26,2913.0,0.01057,22.9,Critical,4.5,3.75
INS-00512,2025-08-01,Egypt,Power Distribution (MV),HV (35-150kV),2009,16,2.85,66.0,0.667,35.8,62.5,0.649,0,1,0.758,33,19.56,3926.0,0.00625,72.2,Low,13.0,4.85
INS-00513,2024-06-05,Egypt,Power Distribution (MV),LV (<1kV),2020,5,1.71,0.4,0.73,30.8,25.3,0.985,3,0,0.712,11,0.55,4309.0,0.00139,94.0,Low,15.0,0.68
INS-00514,2023-12-14,Egypt,Renewable Energy,MV (1-35kV),1995,30,1.45,11.0,0.769,37.9,37.1,0.919,5,3,0.877,11,34.96,3451.0,0.00974,19.4,Critical,3.3,1.94
INS-00515,2025-01-31,Egypt,Renewable Energy,LV (<1kV),2001,24,4.39,0.4,0.534,28.6,55.5,0.901,3,2,0.919,28,18.8,3112.0,0.009,47.3,High,8.2,2.55
INS-00516,2025-02-13,Egypt,Construction/Building,HV (35-150kV),1996,29,1.65,66.0,0.597,34.2,48.7,1.0,1,3,0.766,27,26.37,2686.0,0.01034,32.8,High,7.4,3.73
INS-00517,2024-05-14,Egypt,Telecommunications,LV (<1kV),1998,27,2.86,0.4,0.68,24.4,46.0,0.681,0,5,0.775,29,32.53,3752.0,0.01253,28.7,Critical,6.0,1.83
INS-00518,2024-05-26,Egypt,Telecommunications,EHV (>150kV),2004,21,2.05,220.0,0.707,30.8,15.8,0.736,0,1,0.889,22,12.97,3727.0,0.00575,70.3,Low,14.8,5.71
INS-00519,2024-11-06,Egypt,Construction/Building,MV (1-35kV),2010,15,3.51,11.0,0.705,31.0,49.1,0.991,0,1,0.519,8,18.62,4375.0,0.0061,72.2,Low,15.0,2.63
INS-00520,2024-12-11,Egypt,Power Transmission (HV),EHV (>150kV),2002,23,12.52,220.0,0.796,34.1,46.2,0.64,0,2,0.64,20,22.23,3416.0,0.0073,51.4,Medium,8.1,50.27
INS-00521,2024-07-28,Egypt,Renewable Energy,LV (<1kV),2002,23,2.27,0.4,0.676,18.0,46.3,0.724,1,5,0.269,15,41.42,2562.0,0.01115,13.2,Critical,2.3,1.68
INS-00522,2024-02-04,Egypt,Renewable Energy,LV (<1kV),1997,28,4.39,0.4,0.634,36.3,40.0,0.879,2,3,0.929,13,18.25,3183.0,0.01083,39.4,High,6.8,2.72
INS-00523,2023-01-22,Egypt,Renewable Energy,EHV (>150kV),2007,18,1.9,220.0,0.857,28.5,45.9,0.88,3,5,0.773,26,28.17,4222.0,0.00924,34.8,High,6.0,8.36
INS-00524,2024-03-17,Egypt,Power Transmission (HV),LV (<1kV),1986,39,32.43,0.4,0.584,20.9,39.9,0.94,2,5,0.543,21,46.05,2218.0,0.0132,0.0,Critical,0.5,25.51
INS-00525,2023-10-31,Egypt,Renewable Energy,MV (1-35kV),1999,26,4.71,11.0,0.777,40.7,56.6,0.854,0,6,0.67,30,38.3,3471.0,0.0129,17.8,Critical,3.1,6.33
INS-00526,2024-03-12,Egypt,Renewable Energy,MV (1-35kV),1999,26,0.73,11.0,0.773,27.4,43.6,0.645,1,6,0.639,12,35.97,3657.0,0.01347,16.2,Critical,2.8,0.99
INS-00527,2024-12-07,Egypt,Power Transmission (HV),MV (1-35kV),2008,17,35.06,11.0,0.783,21.7,25.0,0.835,3,2,0.551,32,21.45,4435.0,0.00668,54.1,Medium,8.5,37.69
INS-00528,2023-11-01,Egypt,Industrial,MV (1-35kV),2011,14,2.69,11.0,0.69,35.3,35.7,0.774,1,1,0.628,21,20.63,3512.0,0.00351,68.2,Medium,13.3,2.25
INS-00529,2024-01-10,Egypt,Power Transmission (HV),MV (1-35kV),2002,23,45.31,11.0,0.789,25.3,35.6,0.938,4,2,0.418,16,20.33,3264.0,0.00718,36.3,High,5.7,55.05
INS-00530,2023-11-30,Egypt,Industrial,MV (1-35kV),2010,15,4.1,11.0,0.621,34.4,37.6,0.655,1,1,0.646,7,12.16,3577.0,0.00564,71.5,Low,13.9,3.3
INS-00531,2023-01-31,Egypt,Power Distribution (MV),MV (1-35kV),2002,23,3.18,11.0,0.562,31.3,43.8,0.848,3,2,0.696,15,24.16,3121.0,0.00811,42.7,High,7.7,3.55
INS-00532,2025-02-16,Egypt,Telecommunications,MV (1-35kV),2000,25,0.19,11.0,0.792,37.0,49.3,0.793,0,4,0.167,34,36.59,2913.0,0.00975,21.0,Critical,4.4,0.24
INS-00533,2025-02-28,Egypt,Renewable Energy,HV (35-150kV),2007,18,2.52,66.0,0.588,29.2,35.1,0.882,1,3,0.818,23,22.88,4831.0,0.00721,60.9,Medium,10.5,4.91
INS-00534,2025-02-04,Egypt,Industrial,LV (<1kV),1990,35,3.67,0.4,0.731,29.7,51.3,0.828,3,5,0.879,18,36.99,2045.0,0.01192,0.6,Critical,0.5,2.89
INS-00535,2025-09-06,Egypt,Industrial,MV (1-35kV),2004,21,1.63,11.0,0.71,29.9,47.2,0.759,1,5,0.699,15,23.42,3851.0,0.0104,37.5,High,7.3,1.85
INS-00536,2023-08-05,Egypt,Power Distribution (MV),LV (<1kV),1980,45,4.46,0.4,0.53,26.3,43.1,0.917,3,5,0.648,20,48.32,1632.0,0.01525,0.0,Critical,0.5,3.51
INS-00537,2025-01-04,Egypt,Power Distribution (MV),MV (1-35kV),1996,29,9.06,11.0,0.729,34.2,65.7,0.783,1,3,0.901,14,27.33,2770.0,0.01039,33.4,High,6.0,10.87
INS-00538,2024-05-22,Egypt,Power Transmission (HV),LV (<1kV),2006,19,8.65,0.4,0.552,35.8,44.0,0.854,0,1,0.913,17,11.19,3652.0,0.00693,74.6,Low,11.7,4.22
INS-00539,2025-11-21,Egypt,Construction/Building,LV (<1kV),2005,20,2.76,0.4,0.604,31.6,52.2,0.895,5,3,0.418,22,27.53,3888.0,0.00856,32.6,High,7.3,1.67
INS-00540,2024-03-21,Egypt,Power Distribution (MV),HV (35-150kV),2021,4,2.02,66.0,0.574,23.9,46.1,0.8,4,0,0.764,23,2.8,5217.0,0.00107,98.1,Low,15.0,3.03
INS-00541,2024-01-04,Egypt,Renewable Energy,LV (<1kV),1987,38,0.69,0.4,0.754,26.9,56.8,0.785,1,3,0.469,12,28.75,1340.0,0.01228,7.1,Critical,1.2,0.53
INS-00542,2025-06-15,Egypt,Power Transmission (HV),HV (35-150kV),2003,22,35.56,66.0,0.822,40.1,47.4,0.877,0,2,0.621,4,27.64,3294.0,0.00662,49.0,High,7.7,79.3
INS-00543,2024-05-23,Egypt,Telecommunications,HV (35-150kV),2012,13,2.65,66.0,0.699,25.9,58.8,0.674,0,1,0.748,31,11.28,5214.0,0.00384,87.1,Low,15.0,3.97
INS-00544,2024-08-20,Egypt,Renewable Energy,MV (1-35kV),2014,11,2.69,11.0,0.693,30.9,58.7,0.841,2,1,0.595,27,10.1,4998.0,0.00367,80.9,Low,14.0,2.15
INS-00545,2024-06-11,Egypt,Power Distribution (MV),LV (<1kV),2002,23,9.71,0.4,0.719,29.1,44.3,0.679,0,0,0.709,13,7.57,3346.0,0.00325,72.2,Low,13.0,4.4
INS-00546,2023-11-26,Egypt,Power Distribution (MV),LV (<1kV),2018,7,1.24,0.4,0.744,26.0,55.4,0.925,1,1,0.64,10,5.82,4592.0,0.00335,89.1,Low,15.0,0.5
INS-00547,2025-11-03,Egypt,Power Distribution (MV),HV (35-150kV),2003,22,4.58,66.0,0.46,36.7,43.1,0.922,3,3,0.314,14,23.96,3117.0,0.00869,34.0,High,6.1,10.95
INS-00548,2023-11-28,Egypt,Construction/Building,MV (1-35kV),2005,20,3.12,11.0,0.551,30.9,40.1,0.787,0,2,0.66,26,19.73,4053.0,0.00533,63.1,Medium,14.2,2.46
INS-00549,2025-09-20,Egypt,Industrial,LV (<1kV),2004,21,0.75,0.4,0.693,25.1,44.9,0.756,1,4,0.588,14,17.68,4100.0,0.01004,45.3,High,8.8,0.42
INS-00550,2023-09-17,Egypt,Telecommunications,LV (<1kV),2015,10,1.63,0.4,0.977,28.7,25.7,0.999,2,0,0.51,21,11.27,2895.0,0.0017,72.9,Low,15.0,0.65
INS-00551,2025-04-27,Egypt,Power Transmission (HV),HV (35-150kV),1998,27,18.17,66.0,0.664,26.7,26.3,0.808,0,0,0.71,32,27.2,3004.0,0.00708,54.5,Medium,8.6,38.88
INS-00552,2024-06-08,Egypt,Power Distribution (MV),MV (1-35kV),2002,23,1.3,11.0,0.703,33.4,48.5,0.941,5,3,0.61,26,27.92,2766.0,0.00806,25.4,Critical,4.6,1.65
INS-00553,2024-04-15,Egypt,Renewable Energy,HV (35-150kV),1988,37,0.56,66.0,0.749,34.6,53.9,0.733,0,6,0.753,2,43.64,1920.0,0.01394,0.0,Critical,0.5,1.65
INS-00554,2024-08-19,Egypt,Construction/Building,EHV (>150kV),2013,12,4.97,220.0,0.734,27.1,40.1,0.787,0,1,0.53,27,17.67,4909.0,0.00409,79.9,Low,15.0,13.67
INS-00555,2024-09-24,Egypt,Construction/Building,LV (<1kV),2006,19,0.31,0.4,0.726,37.0,42.9,0.853,1,2,0.653,25,20.83,3365.0,0.00489,55.7,Medium,12.5,0.14
INS-00556,2024-06-25,Egypt,Industrial,EHV (>150kV),2018,7,4.09,220.0,0.761,28.3,48.2,0.898,1,1,0.749,1,9.85,4831.0,0.00323,89.8,Low,15.0,11.25
INS-00557,2024-12-04,Egypt,Power Transmission (HV),MV (1-35kV),2007,18,33.1,11.0,0.877,28.4,58.4,0.948,1,1,0.705,9,13.88,3604.0,0.00613,65.2,Medium,10.3,32.6
INS-00558,2025-09-23,Egypt,Power Transmission (HV),MV (1-35kV),2019,6,20.16,11.0,0.662,29.1,48.1,0.914,0,0,0.903,19,0.0,5032.0,0.00371,100.0,Low,15.0,15.12
INS-00559,2024-06-02,Egypt,Telecommunications,MV (1-35kV),2005,20,1.1,11.0,0.611,31.7,48.6,0.819,3,0,0.619,8,17.24,4978.0,0.00575,68.6,Medium,14.4,0.86
INS-00560,2024-04-14,Egypt,Telecommunications,MV (1-35kV),1998,27,1.01,11.0,0.661,36.8,44.7,0.759,0,1,0.574,13,28.84,2663.0,0.007,45.0,High,9.4,1.04
INS-00561,2023-06-28,Egypt,Power Distribution (MV),HV (35-150kV),2003,22,3.63,66.0,0.675,31.3,39.8,0.807,1,4,0.63,24,32.61,3118.0,0.00912,33.0,High,5.9,8.75
INS-00562,2025-07-09,Egypt,Industrial,MV (1-35kV),2009,16,2.07,11.0,0.756,35.3,25.9,0.991,3,0,0.726,7,14.65,4257.0,0.00403,72.1,Low,14.1,1.65
INS-00563,2025-09-30,Egypt,Industrial,LV (<1kV),1995,30,3.89,0.4,0.71,33.9,45.5,0.955,4,3,0.62,2,31.0,2518.0,0.01111,15.7,Critical,3.1,2.79
INS-00564,2025-06-03,Egypt,Industrial,MV (1-35kV),2001,24,3.37,11.0,0.693,28.6,34.4,0.934,1,2,0.793,30,18.82,2822.0,0.00808,48.8,High,9.5,3.45
INS-00565,2023-07-29,Egypt,Construction/Building,HV (35-150kV),1991,34,0.57,66.0,0.679,31.0,44.5,0.807,1,6,0.709,22,52.35,3145.0,0.01368,0.0,Critical,0.5,1.68
INS-00566,2023-05-29,Egypt,Construction/Building,MV (1-35kV),1997,28,4.87,11.0,0.687,26.5,43.5,0.687,2,2,0.85,24,35.61,3167.0,0.0082,35.2,High,7.9,5.38
INS-00567,2023-04-10,Egypt,Telecommunications,LV (<1kV),2018,7,1.3,0.4,0.662,24.1,49.4,0.868,3,2,0.627,34,6.34,5246.0,0.00311,81.9,Low,15.0,0.52
INS-00568,2025-11-27,Egypt,Construction/Building,HV (35-150kV),2006,19,4.98,66.0,0.695,26.0,50.9,0.911,2,4,0.992,4,18.61,3580.0,0.00806,48.7,High,11.0,9.46
INS-00569,2023-07-13,Egypt,Power Distribution (MV),HV (35-150kV),1993,32,6.35,66.0,0.629,31.0,36.2,1.0,1,5,0.611,7,41.52,2313.0,0.01079,6.9,Critical,1.2,18.29
INS-00570,2024-07-20,Egypt,Power Distribution (MV),HV (35-150kV),1997,28,6.05,66.0,0.759,29.4,52.4,0.788,1,0,0.393,26,21.42,2621.0,0.00532,46.4,High,8.4,13.07
INS-00571,2025-08-17,Egypt,Renewable Energy,HV (35-150kV),2012,13,2.64,66.0,0.696,23.9,65.4,0.96,0,1,0.721,6,11.83,4651.0,0.0041,83.5,Low,14.4,4.12
INS-00572,2023-01-07,Egypt,Telecommunications,LV (<1kV),2020,5,1.53,0.4,0.583,35.7,41.2,0.88,1,0,0.677,32,6.69,5353.0,0.00293,100.0,Low,15.0,0.61
INS-00573,2025-08-15,Egypt,Industrial,HV (35-150kV),2001,24,2.51,66.0,0.7,32.7,64.2,0.753,0,1,0.576,17,10.96,3213.0,0.0069,60.0,Medium,11.7,4.59
INS-00574,2023-10-05,Egypt,Power Transmission (HV),MV (1-35kV),2011,14,48.97,11.0,0.678,28.5,50.0,0.847,4,0,0.819,21,11.4,5070.0,0.00397,79.4,Low,12.5,42.85
INS-00575,2024-10-25,Egypt,Renewable Energy,EHV (>150kV),1998,27,3.2,220.0,0.516,28.1,29.5,0.813,0,3,0.896,26,21.62,4088.0,0.01085,50.1,Medium,8.6,12.55
INS-00576,2024-06-10,Egypt,Power Transmission (HV),MV (1-35kV),2009,16,22.51,11.0,0.728,30.0,41.0,0.712,0,2,0.368,32,12.51,2886.0,0.00599,59.2,Medium,9.3,23.3
INS-00577,2023-03-20,Egypt,Industrial,EHV (>150kV),1981,44,1.11,220.0,0.677,24.4,34.0,0.823,3,1,0.376,22,33.87,2190.0,0.01193,5.1,Critical,1.0,5.9
INS-00578,2023-08-14,Egypt,Telecommunications,MV (1-35kV),2014,11,1.02,11.0,0.745,29.7,47.6,0.743,0,2,0.665,18,13.27,4866.0,0.00572,79.2,Low,15.0,0.76
INS-00579,2025-11-04,Egypt,Power Transmission (HV),MV (1-35kV),2008,17,43.06,11.0,0.739,31.0,39.4,0.836,3,2,0.682,26,14.37,4529.0,0.00592,60.9,Medium,9.6,43.92
INS-00580,2024-12-28,Egypt,Power Distribution (MV),HV (35-150kV),2002,23,3.88,66.0,0.777,27.5,43.7,0.795,0,3,0.685,16,34.63,3339.0,0.0082,40.2,High,7.2,8.85
INS-00581,2023-03-04,Egypt,Power Transmission (HV),MV (1-35kV),2006,19,48.13,11.0,0.697,34.3,33.7,0.867,4,1,0.72,17,3.64,4242.0,0.00553,65.7,Medium,10.3,47.41
INS-00582,2025-06-29,Egypt,Renewable Energy,LV (<1kV),2000,25,0.6,0.4,0.718,25.2,39.1,0.975,2,4,0.773,24,22.71,3276.0,0.00996,33.5,High,5.8,0.39
INS-00583,2024-11-06,Egypt,Construction/Building,LV (<1kV),2002,23,4.18,0.4,0.695,33.8,47.1,0.805,0,4,0.603,15,41.82,2824.0,0.00989,27.8,Critical,6.3,2.64
INS-00584,2024-11-24,Egypt,Construction/Building,LV (<1kV),1991,34,3.68,0.4,0.821,33.1,64.6,0.709,0,3,0.711,19,32.42,1462.0,0.01184,16.8,Critical,3.8,2.57
INS-00585,2023-07-23,Egypt,Power Distribution (MV),MV (1-35kV),2007,18,4.14,11.0,0.676,29.9,41.7,0.856,3,2,0.59,20,27.28,3935.0,0.007,49.0,High,8.8,4.39
INS-00586,2025-03-09,Egypt,Telecommunications,MV (1-35kV),2000,25,1.94,11.0,0.66,34.1,59.6,0.858,3,1,0.715,5,25.82,3589.0,0.00678,46.8,High,9.8,1.96
INS-00587,2025-09-10,Egypt,Telecommunications,MV (1-35kV),2010,15,0.36,11.0,0.585,25.8,40.5,1.0,2,0,0.784,5,16.74,4995.0,0.0033,81.9,Low,15.0,0.27
INS-00588,2025-08-22,Egypt,Renewable Energy,HV (35-150kV),2018,7,2.15,66.0,0.599,30.3,56.1,1.0,3,0,0.814,14,5.78,5316.0,0.0033,95.9,Low,15.0,3.22
INS-00589,2024-09-23,Egypt,Industrial,MV (1-35kV),1998,27,0.89,11.0,0.901,26.1,42.5,0.763,0,1,0.673,32,20.29,3356.0,0.00657,52.0,Medium,10.1,0.89
INS-00590,2023-02-11,Egypt,Industrial,EHV (>150kV),2009,16,3.61,220.0,0.731,34.3,32.4,0.659,0,0,0.565,33,21.16,3823.0,0.00242,74.3,Low,14.5,10.26
INS-00591,2025-12-28,Egypt,Power Transmission (HV),HV (35-150kV),1998,27,43.98,66.0,0.468,28.4,50.4,0.897,1,1,0.612,9,27.83,3891.0,0.00908,50.1,Medium,7.9,97.2
INS-00592,2024-05-06,Egypt,Power Transmission (HV),LV (<1kV),1999,26,17.91,0.4,0.766,20.7,40.0,0.823,1,5,0.767,18,27.64,3601.0,0.01077,28.4,Critical,4.5,12.18
INS-00593,2024-06-07,Egypt,Power Transmission (HV),EHV (>150kV),2008,17,43.24,220.0,0.615,21.7,45.3,1.0,4,1,0.544,17,18.61,3205.0,0.00333,54.7,Medium,8.6,169.64
INS-00594,2024-06-04,Egypt,Industrial,LV (<1kV),1995,30,3.84,0.4,0.615,34.1,54.2,0.935,1,4,0.933,28,24.17,3242.0,0.01127,32.3,High,6.3,2.43
INS-00595,2023-07-21,Egypt,Construction/Building,LV (<1kV),1997,28,2.01,0.4,0.848,34.9,35.8,0.879,0,3,0.583,27,20.69,2671.0,0.0093,35.0,High,7.9,1.18
INS-00596,2025-08-19,Egypt,Telecommunications,LV (<1kV),2006,19,0.65,0.4,0.712,28.9,42.4,0.862,1,7,0.549,32,30.23,3708.0,0.01183,22.8,Critical,4.8,0.44
INS-00597,2024-01-27,Egypt,Power Transmission (HV),LV (<1kV),2003,22,45.26,0.4,0.655,28.3,42.9,0.779,0,0,0.732,33,20.22,3874.0,0.00632,69.1,Medium,10.9,23.05
INS-00598,2024-01-11,Egypt,Power Distribution (MV),MV (1-35kV),2006,19,1.93,11.0,0.577,39.3,58.8,0.91,3,3,0.562,5,12.28,3120.0,0.00829,46.2,High,8.3,2.09
INS-00599,2024-06-12,Egypt,Renewable Energy,LV (<1kV),1998,27,0.19,0.4,0.731,37.8,36.0,0.787,1,3,0.915,13,36.63,3279.0,0.01117,33.5,High,5.8,0.12
INS-00600,2025-10-26,Egypt,Telecommunications,HV (35-150kV),2021,4,3.85,66.0,0.731,24.3,61.5,0.832,1,0,0.677,5,1.44,4976.0,0.00192,100.0,Low,15.0,5.78
INS-00601,2025-12-08,Egypt,Power Transmission (HV),LV (<1kV),2014,11,43.45,0.4,0.704,31.9,40.4,0.765,1,1,0.682,3,13.35,3937.0,0.00415,77.9,Low,12.3,20.51
INS-00602,2025-07-06,Egypt,Industrial,MV (1-35kV),1999,26,0.83,11.0,0.527,28.0,45.3,0.765,0,3,0.74,30,24.46,2650.0,0.00903,41.1,High,8.0,0.91
INS-00603,2024-10-16,Egypt,Renewable Energy,MV (1-35kV),2008,17,3.68,11.0,0.737,36.4,46.2,0.782,0,0,0.633,28,11.88,4179.0,0.00591,78.7,Low,13.6,3.02
INS-00604,2024-08-24,Egypt,Power Distribution (MV),LV (<1kV),1994,31,7.67,0.4,0.724,36.8,34.8,0.847,0,5,0.525,1,38.23,3410.0,0.01408,14.3,Critical,2.6,5.6
INS-00605,2023-06-27,Egypt,Power Transmission (HV),MV (1-35kV),2001,24,18.16,11.0,0.721,37.1,39.8,0.914,3,4,0.577,19,33.89,2366.0,0.01005,18.5,Critical,2.9,24.61
INS-00606,2024-09-26,Egypt,Industrial,MV (1-35kV),2001,24,3.62,11.0,0.634,30.4,39.7,0.768,0,1,0.527,34,26.38,3461.0,0.00655,53.6,Medium,10.5,3.53
INS-00607,2023-06-26,Egypt,Telecommunications,MV (1-35kV),2007,18,2.27,11.0,0.709,32.6,61.5,0.611,1,1,0.904,2,11.25,3361.0,0.00636,69.9,Medium,14.7,1.74
INS-00608,2025-09-30,Egypt,Power Transmission (HV),LV (<1kV),1991,34,44.07,0.4,0.733,25.4,37.3,0.9,1,3,0.823,15,32.04,2730.0,0.0106,23.5,Critical,3.7,30.91
INS-00609,2023-09-26,Egypt,Construction/Building,LV (<1kV),2001,24,0.64,0.4,0.85,33.0,43.4,0.926,1,1,0.71,20,21.42,2723.0,0.00814,49.2,High,11.1,0.32
INS-00610,2023-09-13,Egypt,Renewable Energy,EHV (>150kV),1997,28,3.23,220.0,0.714,35.9,48.5,0.844,5,0,0.568,1,19.12,2399.0,0.00746,36.5,High,6.3,14.03
INS-00611,2024-05-25,Egypt,Power Transmission (HV),HV (35-150kV),2011,14,21.46,66.0,0.683,28.3,62.3,1.0,2,1,0.967,25,11.25,4527.0,0.00559,79.1,Low,12.5,37.56
INS-00612,2023-06-20,Egypt,Industrial,MV (1-35kV),2003,22,0.79,11.0,0.844,25.5,31.1,0.787,0,1,0.721,26,14.41,3911.0,0.00567,65.5,Medium,12.8,0.68
INS-00613,2025-06-10,Egypt,Telecommunications,MV (1-35kV),2002,23,4.33,11.0,0.46,30.9,31.9,0.864,4,1,0.725,15,23.55,3379.0,0.00584,48.9,High,10.3,4.27
INS-00614,2024-06-27,Egypt,Construction/Building,MV (1-35kV),2006,19,1.44,11.0,0.728,31.7,48.6,0.797,0,1,0.512,20,8.57,3937.0,0.00513,70.4,Low,15.0,1.08
INS-00615,2024-10-24,Egypt,Construction/Building,EHV (>150kV),1993,32,4.85,220.0,0.724,27.4,39.0,0.761,0,5,0.658,7,34.29,2799.0,0.01416,14.0,Critical,3.2,23.83
INS-00616,2023-02-21,Egypt,Telecommunications,MV (1-35kV),1999,26,0.99,11.0,0.563,38.8,37.3,0.828,0,5,0.463,27,32.57,3016.0,0.01105,23.4,Critical,4.9,1.24
INS-00617,2023-08-25,Egypt,Construction/Building,MV (1-35kV),1991,34,2.76,11.0,0.796,28.5,38.5,0.837,1,5,0.566,5,45.95,3495.0,0.01372,4.4,Critical,1.0,4.0
INS-00618,2023-06-15,Egypt,Telecommunications,MV (1-35kV),2020,5,0.43,11.0,0.514,23.1,44.6,0.876,1,0,0.72,17,0.0,5065.0,0.00181,100.0,Low,15.0,0.32
INS-00619,2025-10-30,Egypt,Industrial,MV (1-35kV),2003,22,4.22,11.0,0.505,30.1,44.9,0.755,0,1,0.726,34,15.29,3420.0,0.00536,66.2,Medium,12.9,3.61
INS-00620,2023-08-19,Egypt,Power Distribution (MV),HV (35-150kV),1997,28,0.56,66.0,0.551,26.2,29.4,0.894,3,3,0.539,12,23.71,3551.0,0.01054,30.6,High,5.5,1.37
INS-00621,2025-07-10,Egypt,Power Transmission (HV),LV (<1kV),2012,13,27.84,0.4,0.651,35.2,43.1,0.72,0,1,0.595,35,9.96,3753.0,0.00496,78.1,Low,12.3,13.14
INS-00622,2025-09-08,Egypt,Industrial,MV (1-35kV),2014,11,2.74,11.0,0.628,38.7,49.1,0.904,0,1,0.735,13,9.8,3738.0,0.00346,83.6,Low,15.0,2.06
INS-00623,2023-09-10,Egypt,Industrial,MV (1-35kV),1998,27,0.11,11.0,0.692,24.6,38.2,0.779,0,3,0.611,4,33.38,3142.0,0.00942,34.2,High,6.7,0.13
INS-00624,2024-05-02,Egypt,Renewable Energy,MV (1-35kV),1997,28,1.01,11.0,0.7,41.4,44.4,0.842,4,3,0.366,22,32.43,3751.0,0.00916,20.9,Critical,3.6,1.33
INS-00625,2024-06-23,Egypt,Power Transmission (HV),LV (<1kV),2013,12,18.88,0.4,0.618,33.4,63.4,0.996,1,2,0.3,17,15.66,4387.0,0.00471,67.7,Medium,10.7,9.72
INS-00626,2023-03-05,Egypt,Power Distribution (MV),MV (1-35kV),2016,9,3.52,11.0,0.591,32.0,48.5,0.889,2,0,0.533,15,17.93,4266.0,0.00328,81.0,Low,14.6,2.71
INS-00627,2025-11-01,Egypt,Power Distribution (MV),MV (1-35kV),1985,40,4.74,11.0,0.739,34.4,29.2,0.897,1,3,0.477,19,48.83,2050.0,0.01339,0.0,Critical,0.5,6.99
INS-00628,2024-11-17,Egypt,Renewable Energy,MV (1-35kV),2010,15,2.41,11.0,0.616,23.7,53.3,0.882,2,0,0.638,5,14.8,4298.0,0.0045,76.2,Low,13.1,2.04
INS-00629,2024-12-02,Egypt,Industrial,MV (1-35kV),1995,30,4.36,11.0,0.607,27.1,56.3,0.776,0,2,0.778,21,20.49,2896.0,0.00882,44.4,High,8.7,4.64
INS-00630,2023-05-29,Egypt,Power Transmission (HV),MV (1-35kV),2024,1,37.83,11.0,0.648,23.8,56.5,0.895,3,0,1.0,18,0.0,5353.0,0.0005,100.0,Low,15.0,28.37
INS-00631,2023-03-04,Egypt,Power Distribution (MV),MV (1-35kV),1995,30,0.99,11.0,0.881,31.3,26.1,0.697,0,3,0.424,8,34.91,3111.0,0.00977,24.8,Critical,4.5,1.26
INS-00632,2023-04-28,Egypt,Construction/Building,LV (<1kV),2006,19,2.54,0.4,0.692,33.3,57.7,0.959,1,5,0.572,32,29.51,4409.0,0.01005,38.1,High,8.6,1.45
INS-00633,2024-10-14,Egypt,Renewable Energy,EHV (>150kV),2013,12,3.76,220.0,0.639,21.9,69.3,0.837,1,0,0.683,10,13.86,4921.0,0.00323,87.5,Low,15.0,10.34
INS-00634,2023-03-23,Egypt,Power Transmission (HV),MV (1-35kV),2007,18,22.72,11.0,0.663,20.6,38.1,0.713,2,2,0.614,23,20.9,3447.0,0.00629,53.6,Medium,8.4,24.54
INS-00635,2024-05-17,Egypt,Industrial,MV (1-35kV),1999,26,1.03,11.0,0.73,28.5,46.9,0.776,0,3,0.654,18,24.49,2796.0,0.00905,38.5,High,7.5,1.16
INS-00636,2024-12-03,Egypt,Industrial,LV (<1kV),1998,27,3.3,0.4,0.803,38.7,61.8,0.729,1,5,0.697,35,31.25,3071.0,0.00999,21.8,Critical,4.3,2.26
INS-00637,2025-04-18,Egypt,Telecommunications,MV (1-35kV),1999,26,1.22,11.0,0.733,37.7,24.4,0.817,0,2,0.76,21,14.73,3233.0,0.00853,52.4,Medium,11.0,1.16
INS-00638,2023-01-19,Egypt,Construction/Building,MV (1-35kV),1994,31,0.3,11.0,0.685,29.4,49.1,0.76,1,5,0.769,34,47.14,2693.0,0.0111,8.8,Critical,2.0,0.42
INS-00639,2024-06-03,Egypt,Renewable Energy,LV (<1kV),1986,39,4.38,0.4,0.722,33.4,29.0,1.0,2,3,0.913,10,35.29,2949.0,0.01237,14.6,Critical,2.5,3.21
INS-00640,2023-08-26,Egypt,Telecommunications,LV (<1kV),2006,19,0.23,0.4,0.674,27.5,45.5,0.894,3,5,0.694,8,28.48,3813.0,0.01125,31.1,High,6.5,0.14
INS-00641,2025-06-09,Egypt,Construction/Building,HV (35-150kV),2012,13,1.77,66.0,0.956,37.0,38.9,1.0,4,1,0.407,30,13.39,3776.0,0.00488,58.7,Medium,13.2,2.97
INS-00642,2024-01-09,Egypt,Renewable Energy,MV (1-35kV),2016,9,0.51,11.0,0.865,28.8,38.1,0.782,4,0,0.458,35,2.0,4105.0,0.00248,78.7,Low,13.6,0.42
